Data,Hora,Download,Upload,ID do Servidor,Nome do Servidor,IP,Ping
05 May 2023,23:34,301.48 Mb/s,174.29 Mb/s,12717,Bento Gonçalves,138.59.48.128,6193
05 May 2023,23:35,311.20 Mb/s,164.06 Mb/s,12717,Bento Gonçalves,138.59.48.128,6354
05 May 2023,23:36,297.06 Mb/s,172.52 Mb/s,12717,Bento Gonçalves,138.59.48.128,5634
05 May 2023,23:37,311.23 Mb/s,150.32 Mb/s,12717,Bento Gonçalves,138.59.48.128,5454
05 May 2023,23:38,300.16 Mb/s,168.78 Mb/s,12717,Bento Gonçalves,138.59.48.128,6288
05 May 2023,23:39,311.18 Mb/s,88.72 Mb/s,12717,Bento Gonçalves,138.59.48.128,6120
05 May 2023,23:40,291.61 Mb/s,53.82 Mb/s,12717,Bento Gonçalves,138.59.48.128,5225
05 May 2023,23:41,311.17 Mb/s,160.94 Mb/s,12717,Bento Gonçalves,138.59.48.128,5423
05 May 2023,23:42,311.27 Mb/s,172.17 Mb/s,12717,Bento Gonçalves,138.59.48.128,5458
05 May 2023,23:43,310.66 Mb/s,159.30 Mb/s,12717,Bento Gonçalves,138.59.48.128,5907
05 May 2023,23:44,311.03 Mb/s,80.14 Mb/s,12717,Bento Gonçalves,138.59.48.128,4626
05 May 2023,23:45,311.21 Mb/s,61.67 Mb/s,12717,Bento Gonçalves,138.59.48.128,5935
05 May 2023,23:46,310.35 Mb/s,61.69 Mb/s,12717,Bento Gonçalves,138.59.48.128,5373
05 May 2023,23:47,311.07 Mb/s,86.09 Mb/s,12717,Bento Gonçalves,138.59.48.128,5101
05 May 2023,23:48,311.14 Mb/s,90.22 Mb/s,12717,Bento Gonçalves,138.59.48.128,6102
05 May 2023,23:49,310.69 Mb/s,159.75 Mb/s,12717,Bento Gonçalves,138.59.48.128,5351
05 May 2023,23:50,309.04 Mb/s,171.72 Mb/s,12717,Bento Gonçalves,138.59.48.128,4982
05 May 2023,23:51,310.69 Mb/s,143.96 Mb/s,12717,Bento Gonçalves,138.59.48.128,5530
05 May 2023,23:52,309.18 Mb/s,97.05 Mb/s,12717,Bento Gonçalves,138.59.48.128,5540
05 May 2023,23:53,310.02 Mb/s,55.28 Mb/s,12717,Bento Gonçalves,138.59.48.128,5474
05 May 2023,23:54,310.79 Mb/s,124.71 Mb/s,12717,Bento Gonçalves,138.59.48.128,5420
05 May 2023,23:55,310.05 Mb/s,157.32 Mb/s,12717,Bento Gonçalves,138.59.48.128,5235
05 May 2023,23:56,311.20 Mb/s,45.15 Mb/s,12717,Bento Gonçalves,138.59.48.128,5561
05 May 2023,23:57,293.22 Mb/s,96.74 Mb/s,12717,Bento Gonçalves,138.59.48.128,5526
05 May 2023,23:58,311.22 Mb/s,169.78 Mb/s,12717,Bento Gonçalves,138.59.48.128,5877
05 May 2023,23:59,301.32 Mb/s,139.10 Mb/s,12717,Bento Gonçalves,138.59.48.128,5927
06 May 2023,00:00,0.00 Mb/s,0.00 Mb/s,,,,0
06 May 2023,00:01,292.62 Mb/s,116.24 Mb/s,12717,Bento Gonçalves,138.59.48.128,5875
06 May 2023,00:02,311.16 Mb/s,54.44 Mb/s,12717,Bento Gonçalves,138.59.48.128,6124
06 May 2023,00:03,299.11 Mb/s,99.07 Mb/s,12717,Bento Gonçalves,138.59.48.128,5677
06 May 2023,00:04,311.12 Mb/s,111.96 Mb/s,12717,Bento Gonçalves,138.59.48.128,5512
06 May 2023,00:05,296.79 Mb/s,166.21 Mb/s,12717,Bento Gonçalves,138.59.48.128,5543
06 May 2023,00:06,310.04 Mb/s,49.29 Mb/s,12717,Bento Gonçalves,138.59.48.128,5222
06 May 2023,00:07,307.48 Mb/s,170.13 Mb/s,12717,Bento Gonçalves,138.59.48.128,5134
06 May 2023,00:08,311.24 Mb/s,106.72 Mb/s,12717,Bento Gonçalves,138.59.48.128,5124
06 May 2023,00:09,304.34 Mb/s,165.85 Mb/s,12717,Bento Gonçalves,138.59.48.128,6016
06 May 2023,00:10,311.22 Mb/s,109.28 Mb/s,12717,Bento Gonçalves,138.59.48.128,6028
06 May 2023,00:11,311.18 Mb/s,162.77 Mb/s,12717,Bento Gonçalves,138.59.48.128,5850
06 May 2023,00:12,310.02 Mb/s,88.94 Mb/s,12717,Bento Gonçalves,138.59.48.128,5026
06 May 2023,00:13,310.55 Mb/s,95.99 Mb/s,12717,Bento Gonçalves,138.59.48.128,6279
06 May 2023,00:14,309.95 Mb/s,171.12 Mb/s,12717,Bento Gonçalves,138.59.48.128,5284
06 May 2023,00:15,296.65 Mb/s,151.25 Mb/s,12717,Bento Gonçalves,138.59.48.128,5112
06 May 2023,00:16,208.86 Mb/s,97.56 Mb/s,12717,Bento Gonçalves,138.59.48.128,5225
06 May 2023,00:17,298.97 Mb/s,86.75 Mb/s,12717,Bento Gonçalves,138.59.48.128,5752
06 May 2023,00:18,309.83 Mb/s,100.74 Mb/s,12717,Bento Gonçalves,138.59.48.128,6150
06 May 2023,00:19,298.76 Mb/s,170.80 Mb/s,12717,Bento Gonçalves,138.59.48.128,6006
06 May 2023,00:20,211.96 Mb/s,89.29 Mb/s,12717,Bento Gonçalves,138.59.48.128,5456
06 May 2023,00:21,297.91 Mb/s,175.09 Mb/s,12717,Bento Gonçalves,138.59.48.128,6347
06 May 2023,00:22,311.19 Mb/s,55.32 Mb/s,12717,Bento Gonçalves,138.59.48.128,5077
06 May 2023,00:23,291.49 Mb/s,169.02 Mb/s,12717,Bento Gonçalves,138.59.48.128,5124
