Data,Hora,Download,Upload,ID do Servidor,Nome do Servidor,IP,Ping
06 May 2023,22:32,271.48 Mb/s,170.12 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.514
06 May 2023,22:33,265.10 Mb/s,152.33 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.154
06 May 2023,22:34,267.20 Mb/s,172.19 Mb/s,12717,"Bento Gonçalves",138.59.48.28,3.353
06 May 2023,22:35,264.74 Mb/s,173.92 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.095
06 May 2023,22:36,274.93 Mb/s,171.22 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.615
06 May 2023,22:37,264.29 Mb/s,152.88 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.125
06 May 2023,22:38,269.48 Mb/s,169.10 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.302
06 May 2023,22:39,259.99 Mb/s,157.96 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.150
06 May 2023,22:40,277.41 Mb/s,164.54 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.890
06 May 2023,22:41,265.92 Mb/s,172.78 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.236
06 May 2023,22:42,271.55 Mb/s,173.47 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.345
06 May 2023,22:43,265.96 Mb/s,173.32 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.458
06 May 2023,22:44,272.21 Mb/s,170.53 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.422
06 May 2023,22:45,272.32 Mb/s,167.72 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.217
06 May 2023,22:46,271.61 Mb/s,156.22 Mb/s,12717,"Bento Gonçalves",138.59.48.28,16.954
06 May 2023,22:47,267.51 Mb/s,163.33 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.112
06 May 2023,22:48,263.61 Mb/s,164.59 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.689
06 May 2023,22:49,267.98 Mb/s,168.68 Mb/s,12717,"Bento Gonçalves",138.59.48.28,3.584
06 May 2023,22:50,267.81 Mb/s,170.55 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.203
06 May 2023,22:51,267.06 Mb/s,166.69 Mb/s,12717,"Bento Gonçalves",138.59.48.28,3.451
06 May 2023,22:52,261.58 Mb/s,165.35 Mb/s,54890,"Bento Gonçalves",138.59.48.28,9.053
06 May 2023,22:53,267.75 Mb/s,154.84 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.506
06 May 2023,22:54,268.56 Mb/s,161.28 Mb/s,54890,"Bento Gonçalves",138.59.48.28,11.014
06 May 2023,22:55,272.36 Mb/s,168.35 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.541
06 May 2023,22:56,267.77 Mb/s,170.46 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.663
06 May 2023,22:57,271.85 Mb/s,162.12 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.263
06 May 2023,22:58,252.54 Mb/s,170.31 Mb/s,54890,"Bento Gonçalves",138.59.48.28,12.089
06 May 2023,22:59,268.12 Mb/s,154.46 Mb/s,12717,"Bento Gonçalves",138.59.48.28,3.847
06 May 2023,23:01,267.51 Mb/s,154.36 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.313
06 May 2023,23:02,248.43 Mb/s,151.88 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.445
06 May 2023,23:03,272.52 Mb/s,160.93 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.245
06 May 2023,23:04,253.51 Mb/s,174.91 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.508
06 May 2023,23:05,270.67 Mb/s,171.09 Mb/s,12717,"Bento Gonçalves",138.59.48.28,3.875
